District,Building name,Last date of visit of the case(s),Related cases,Latitude,Longitude
Central & Western,Kam Ho Court,24/12/2022,,22.2821871,114.1267378
Central & Western,Kenyon Court,24/12/2022,,22.284039,114.1442025
Central & Western,Orlins Court,24/12/2022,,22.2863207,114.1375009
Central & Western,21 High Street,24/12/2022,,22.2852203,114.1430877
Central & Western,Graceful Court,23/12/2022,,22.2855801,114.1355983
Central & Western,Garley Building,23/12/2022,,22.2824389,114.1526855
Central & Western,Emerald Garden,23/12/2022,,22.281729,114.142063
Central & Western,Fortune Villa,23/12/2022,,22.2843749,114.1360451
Central & Western,Sands Building,23/12/2022,,22.2821642,114.1307599
Central & Western,Tak Lee Building,23/12/2022,,22.2867813,114.1426581
Central & Western,Tuck Ga Building,23/12/2022,,22.2848548,114.1365385
Central & Western,"Hang Yue Building, 334-350 Des Voeux Road West",23/12/2022,,22.2870927,114.1381952
Central & Western,Ming Hing Building,23/12/2022,,22.2877654,114.1411716
Central & Western,Houston Court,23/12/2022,,22.3304955,114.161887
Central & Western,Standard Mansion,23/12/2022,,22.2730219,114.1498806
Central & Western,Goodview Court,23/12/2022,,22.2844099,114.1490058
Central & Western,Breezy Mansion,23/12/2022,,22.2847721,114.1453962
Central & Western,Island Shangri-La,23/12/2022,,22.2771904,114.1644241
Central & Western,"Block 2, 80 Robinson Road",23/12/2022,,22.2827294,114.1467812
Central & Western,Tresend Garden,23/12/2022,,22.2799352,114.129287
Central & Western,"Block B, Jade Court",23/12/2022,,22.2837698,114.1301008
Central & Western,"Block 2, Garden Terrace",23/12/2022,,22.276321,114.154899
Central & Western,Shun Fai Building,23/12/2022,,22.282937,114.127591
Central & Western,Lai Yin Court,23/12/2022,,22.2850748,114.1410324
Central & Western,West Grand Court,22/12/2022,,22.2866738,114.138559
Central & Western,Wing Fong Mansion,22/12/2022,,22.2863163,114.140571
Central & Western,Yu Hing Mansion,22/12/2022,,22.2872394,114.1484197
Eastern,Island Residence,28/12/2022,,22.2808788,114.2237372
Eastern,Chung Nam Mansion,28/12/2022,,22.2887493,114.1935618
Eastern,Chung Hing Mansion,28/12/2022,,22.2865221,114.2110737
Eastern,"Block 2, Tanner Garden",28/12/2022,,22.2901249,114.202142
Eastern,"Block 5, Tanner Garden",28/12/2022,,22.2901249,114.202142
Eastern,Continental Mansion,28/12/2022,,22.2898186,114.1954892
Eastern,Asia Mansions,28/12/2022,,22.2905342,114.198415
Eastern,"Block A, Yen Lok Building",28/12/2022,,22.261789,114.2358456
Eastern,"Block B, Yen Lok Building",28/12/2022,,22.261789,114.2358456
Eastern,"Yiu Tsui House, Kai Tsui Court",28/12/2022,,22.2615056,114.2512412
Eastern,"Hin Tsui House, Kai Tsui Court",28/12/2022,,22.2615056,114.2512412
Eastern,"Block C, Healthy Gardens",28/12/2022,,22.2733889,114.2360778
Eastern,"Block D, Healthy Gardens",28/12/2022,,22.291749,114.203721
Eastern,"Block E, Healthy Gardens",28/12/2022,,22.291749,114.203721
Eastern,"Block F, Healthy Gardens",28/12/2022,,22.291749,114.203721
Eastern,"Hong Shing Court, Healthy Village",28/12/2022,,22.2916025,114.2064262
Eastern,"Hong Wang Court, Healthy Village",28/12/2022,,22.2918282,114.2060896
Eastern,"Hong Chi Court, Healthy Village",28/12/2022,,22.2918282,114.2060896
Eastern,"Hong Cheung Court, Healthy Village",28/12/2022,,22.2918282,114.2060896
Eastern,"Hong Tat Court, Healthy Village",28/12/2022,,22.2918282,114.2060896
Eastern,"Chung Shu Lau, Healthy Village",28/12/2022,,22.290339,114.205796
Eastern,"Pak Yeung Lau, Healthy Village",28/12/2022,,22.289982,114.206473
Eastern,"Lam Cheuk Lau, Healthy Village",28/12/2022,,22.2918282,114.2060896
Eastern,"Wong Kuk Lau, Healthy Village",28/12/2022,,22.2899039,114.2059074
Eastern,"Block A, Kiu Kwan Mansion",28/12/2022,,22.2912958,114.1993903
Eastern,"Block B, Kiu Kwan Mansion",28/12/2022,,22.2912958,114.1993903
Eastern,Kiu Wah Building,28/12/2022,,22.2925057,114.2019446
Eastern,Kiu Fai Mansion,28/12/2022,,22.2913822,114.1999476
Eastern,Siu Wah Mansion,28/12/2022,,22.2913,114.20406
Eastern,"Block A, Kwong Chiu Terrace",28/12/2022,,22.2889583,114.1948216
Eastern,Rialto Mansion,28/12/2022,,22.2891229,114.1939956
Eastern,"Block C, North Point Centre",28/12/2022,,22.2894939,114.1949571
Eastern,North Point Terrace,28/12/2022,,22.2888376,114.196193
Eastern,Harbour Plaza North Point,28/12/2022,,22.2915378,114.2086321
Eastern,"Block 10, Nan Fung Sun Chuen",28/12/2022,,22.282301,114.2141658
Eastern,"Block 11, Nan Fung Sun Chuen",28/12/2022,,22.282301,114.2141658
Eastern,"Block 12, Nan Fung Sun Chuen",28/12/2022,,22.282301,114.2141658
Eastern,"Block 2, Nan Fung Sun Chuen",28/12/2022,,22.282301,114.2141658
Eastern,"Block 3, Nan Fung Sun Chuen",28/12/2022,,22.282301,114.2141658
Eastern,"Block 4, Nan Fung Sun Chuen",28/12/2022,,22.282301,114.2141658
Eastern,"Block 9, Nan Fung Sun Chuen",28/12/2022,,22.282301,114.2141658
Eastern,Novum Point,28/12/2022,,22.2918277,114.1999278
Eastern,Novum East,28/12/2022,,22.2897844,114.2091778
Eastern,"Block 12A, Provident Centre",28/12/2022,,22.2923384,114.1965379
Eastern,"Block 16, Provident Centre",28/12/2022,,22.2733889,114.2360778
Eastern,"Block 2, Provident Centre",28/12/2022,,22.2923384,114.1965379
Eastern,"Block 3, Provident Centre",28/12/2022,,22.2923384,114.1965379
Eastern,"Block 5, Provident Centre",28/12/2022,,22.2923384,114.1965379
Eastern,"Block 8, Provident Centre",28/12/2022,,22.2923384,114.1965379
Eastern,King's Court,28/12/2022,,22.2897822,114.2026118
Eastern,"Tower 1, Grand Promenade",28/12/2022,,22.2849749,114.2246615
Eastern,"Tower 3, Grand Promenade",28/12/2022,,22.2849749,114.2246615
Eastern,"Tower 5, Grand Promenade",28/12/2022,,22.2849749,114.2246615
Eastern,"Tower 6, Grand Promenade",28/12/2022,,22.2849749,114.2246615
Eastern,"Block A, Carson Mansion",28/12/2022,,22.2875482,114.1924704
Eastern,Casio Mansion,28/12/2022,,22.2805019,114.224979
Eastern,"Block A, Ka Wai Building",28/12/2022,,22.292295,114.200915
Eastern,"Block B, Ka Wai Building",28/12/2022,,22.292295,114.200915
Eastern,Kar Man Court,28/12/2022,,22.2893292,114.1961405
Eastern,Gala Garden,28/12/2022,,22.2901614,114.1979913
Eastern,Kava Mansion,28/12/2022,,22.2900125,114.1973004
Eastern,Odeon Building,28/12/2022,,22.2920481,114.2001963
Eastern,"Block 10, City Garden",28/12/2022,,22.290897,114.1932779
Eastern,"Block 14, City Garden",28/12/2022,,22.2902394,114.1933061
Eastern,"Block 1, City Garden",28/12/2022,,22.2912466,114.1948893
Eastern,"Block 2, City Garden",28/12/2022,,22.2917142,114.1944745
Eastern,"Block 3, City Garden",28/12/2022,,22.2903985,114.1939416
Eastern,"Block 5, City Garden",28/12/2022,,22.2903985,114.1939416
Eastern,"Block 8, City Garden",28/12/2022,,22.2906531,114.1941631
Eastern,Tai Hing Building,28/12/2022,,22.2913928,114.1973933
Eastern,Tempo Court,28/12/2022,,22.288679,114.202074
Eastern,Chaton House,28/12/2022,,22.2910253,114.203454
Eastern,"Yuan Kung Mansion, Taikoo Shing",28/12/2022,,22.286493,114.2163271
Eastern,"Kwun Tien Mansion, Taikoo Shing",28/12/2022,,22.286374,114.217921
Eastern,"Nan Shan Mansion, Taikoo Shing",28/12/2022,,22.2852827,114.2197958
Eastern,"Kai Tien Mansion, Taikoo Shing",28/12/2022,,22.2865471,114.2189883
Eastern,"Fu Tien Mansion, Taikoo Shing",28/12/2022,,22.287113,114.217586
Eastern,"Fu Shan Mansion, Taikoo Shing",28/12/2022,,22.2859339,114.2183984
Eastern,"Ning On Mansion, Taikoo Shing",28/12/2022,,22.2862159,114.2148186
Eastern,"Po On Mansion, Taikoo Shing",28/12/2022,,22.2863756,114.2148971
Eastern,"Po Shan Mansion, Taikoo Shing",28/12/2022,,22.2852583,114.2194455
Eastern,"Kin On Mansion, Taikoo Shing",28/12/2022,,22.2868989,114.2141353
Eastern,"Yee Shan Mansion, Taikoo Shing",28/12/2022,,22.2852962,114.2183626
Eastern,"Heng Tien Mansion, Taikoo Shing",28/12/2022,,22.286767,114.217987
Eastern,"Heng Shan Mansion, Taikoo Shing",28/12/2022,,22.285653,114.2194063
Eastern,"Ming Kung Mansion, Taikoo Shing",28/12/2022,,22.2865471,114.2189883
Eastern,"King Tien Mansion, Taikoo Shing",28/12/2022,,22.286436,114.2168
Eastern,"Chi Sing Mansion, Taikoo Shing",28/12/2022,,22.286376,114.2184041
Eastern,"Tung Shan Mansion, Taikoo Shing",28/12/2022,,22.2860001,114.2205208
Eastern,"Tung Hoi Mansion, Taikoo Shing",28/12/2022,,22.2864029,114.2205882
Eastern,"Tai Shan Mansion, Taikoo Shing",28/12/2022,,22.2853027,114.2205208
Eastern,"Tung Ting Mansion, Taikoo Shing",28/12/2022,,22.2843293,114.2210242
Eastern,"Hoi Tien Mansion, Taikoo Shing",28/12/2022,,22.287175,114.21792
Eastern,"Begonia Mansion, Taikoo Shing",28/12/2022,,22.2876115,114.2190416
Eastern,"Han Kung Mansion, Taikoo Shing",28/12/2022,,22.286487,114.2152039
Eastern,"Wisteria Mansion, Taikoo Shing",28/12/2022,,22.2876425,114.2200564
Eastern,"Oak Mansion, Taikoo Shing",28/12/2022,,22.2876105,114.2154964
Eastern,"Banyan Mansion, Taikoo Shing",28/12/2022,,22.2876145,114.2145135
Eastern,"Wai Sing Mansion, Taikoo Shing",28/12/2022,,22.2863504,114.2194063
Eastern,"Po Yang Mansion, Taikoo Shing",28/12/2022,,22.2848144,114.2208474
Eastern,"Kam Shan Mansion, Taikoo Shing",28/12/2022,,22.2856258,114.2183791
Eastern,"Kam Sing Mansion, Taikoo Shing",28/12/2022,,22.2866975,114.2187656
Eastern,"Maple Mansion, Taikoo Shing",28/12/2022,,22.2876331,114.2159664
Eastern,"Tsui Kung Mansion, Taikoo Shing",28/12/2022,,22.2871215,114.2152644
Eastern,"Lotus Mansion, Taikoo Shing",28/12/2022,,22.2876134,114.2195936
Eastern,"Pine Mansion, Taikoo Shing",28/12/2022,,22.2876115,114.2140715
Eastern,"Shun On Mansion, Taikoo Shing",28/12/2022,,22.2864114,114.2144462
Eastern,"Chai Kung Mansion, Taikoo Shing",28/12/2022,,22.2868044,114.2152601
Eastern,Tai Kut House,28/12/2022,,22.2840064,114.2143867
Eastern,Tai On Building,28/12/2022,,22.2828742,114.2220997
Eastern,Tai Foo House,28/12/2022,,22.283613,114.2215387
Eastern,Tai Hong House,28/12/2022,,22.2833941,114.221705
Eastern,Tai Sing House,28/12/2022,,22.2828692,114.2126871
Eastern,Tai Cheong House,28/12/2022,,22.2840331,114.2212081
Eastern,Tai Hing House,28/12/2022,,22.2823897,114.2126967
Eastern,Tai Shun House,28/12/2022,,22.2838265,114.2213925
Eastern,Victor Court,28/12/2022,,22.2883528,114.1919784
Eastern,On Lok Building,28/12/2022,,22.281578,114.230769
Eastern,"Tak Luk House, Walton Estate",28/12/2022,,22.2644872,114.2395835
Eastern,Yee On Mansion,28/12/2022,,22.291262,114.197027
Eastern,"Block 1, Cheerful Garden",28/12/2022,,22.2628253,114.2498465
Eastern,"Block 2, Cheerful Garden",28/12/2022,,22.2628253,114.2498465
Eastern,"Block 3, Cheerful Garden",28/12/2022,,22.2628253,114.2498465
Eastern,"Block 4, Cheerful Garden",28/12/2022,,22.2628253,114.2498465
Eastern,"Block 5, Cheerful Garden",28/12/2022,,22.2628253,114.2498465
Eastern,"Block 10, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 11, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 1, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 2, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 3, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 4, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 5, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 6, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 7, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 8, Fullview Garden",28/12/2022,,22.2626752,114.2518599
Eastern,"Block 1, Harmony Garden",28/12/2022,,22.2652543,114.2497119
Eastern,"Block 2, Harmony Garden",28/12/2022,,22.265044,114.249614
Eastern,"Block 3, Harmony Garden",28/12/2022,,22.265044,114.249614
Eastern,"Block 4, Harmony Garden",28/12/2022,,22.2651976,114.2496543
Eastern,"Block 5, Harmony Garden",28/12/2022,,22.2654748,114.2500669
Eastern,"Block 6, Harmony Garden",28/12/2022,,22.265044,114.249614
Eastern,"Block 7, Harmony Garden",28/12/2022,,22.2645927,114.2491719
Eastern,"Block 8, Harmony Garden",28/12/2022,,22.2649708,114.2494238
Eastern,Fu Yan Court,28/12/2022,,22.2797999,114.2242489
Eastern,"Fu Kar Court, Fortress Garden",28/12/2022,,22.2868781,114.1949091
Eastern,"Fu Wai Court, Fortress Garden",28/12/2022,,22.2875119,114.1940195
Eastern,"Fullview Court, Fortress Garden",28/12/2022,,22.2872487,114.1946451
Eastern,"Fu Dat Court, Fortress Garden",28/12/2022,,22.2872821,114.1942192
Eastern,"Golden Pine Court, Full Wealth Gardens",28/12/2022,,22.2906262,114.2036913
Eastern,"Golden Cedar Court, Full Wealth Gardens",28/12/2022,,22.2906262,114.2036913
Eastern,"Golden Peach Court, Full Wealth Gardens",28/12/2022,,22.2906262,114.2036913
Eastern,"Golden Maple Court, Full Wealth Gardens",28/12/2022,,22.2906262,114.2036913
Eastern,Flora Garden,28/12/2022,,22.2867543,114.1976584
Eastern,"Block C, Bo Fung Gardens",28/12/2022,,22.2844563,114.2140773
Eastern,Po Fuk Building,28/12/2022,,22.2790805,114.2258381
Eastern,Blossom Mansion,28/12/2022,,22.2830064,114.2200432
Eastern,Po Fung Building,28/12/2022,,22.290125,114.1983599
Eastern,"Block 3, Pacific Palisades",28/12/2022,,22.288063,114.203523
Eastern,"Block 5, Pacific Palisades",28/12/2022,,22.288063,114.203523
Eastern,Braemar Terrace,28/12/2022,,22.2899865,114.2075118
Eastern,"Sui Hei House, Siu Sai Wan Estate",28/12/2022,,22.2608409,114.2489504
Eastern,"Sui Fu House, Siu Sai Wan Estate",28/12/2022,,22.261925,114.248237
Eastern,"Sui Keung House, Siu Sai Wan Estate",28/12/2022,,22.262527,114.2477335
Eastern,"Sui Ming House, Siu Sai Wan Estate",28/12/2022,,22.2614454,114.2500781
Eastern,"Sui Lok House, Siu Sai Wan Estate",28/12/2022,,22.2613638,114.2484765
Eastern,"Sui Tai House, Siu Sai Wan Estate",28/12/2022,,22.2610751,114.2503656
Eastern,"Sui Fat House, Siu Sai Wan Estate",28/12/2022,,22.263661,114.249036
Eastern,"Sui Yick House, Siu Sai Wan Estate",28/12/2022,,22.263292,114.2480566
Eastern,"Sui Shing House, Siu Sai Wan Estate",28/12/2022,,22.2638567,114.2478536
Eastern,"Sui Fuk House, Siu Sai Wan Estate",28/12/2022,,22.2617169,114.2492217
Eastern,"Sui Lung House, Siu Sai Wan Estate",28/12/2022,,22.262319,114.250171
Eastern,"Tsui Pui House, Shan Tsui Court",28/12/2022,,22.2698226,114.2334076
Eastern,"Tsui Yue House, Shan Tsui Court",28/12/2022,,22.2698226,114.2334076
Eastern,"Tsui Pik House, Shan Tsui Court",28/12/2022,,22.2688502,114.2332737
Eastern,"Hiu Fung House, Fung Wah Estate",28/12/2022,,22.26025,114.23106
Eastern,"Sau Fung House, Fung Wah Estate",28/12/2022,,22.261071,114.2315011
Eastern,"Block A, Perfect Mount Gardens",28/12/2022,,22.278868,114.2290074
Eastern,"Block D, Perfect Mount Gardens",28/12/2022,,22.278868,114.2290074
Eastern,"Block 10, Kornhill Gardens",28/12/2022,,22.285073,114.215412
Eastern,"Block 2, Kornhill Gardens",28/12/2022,,22.285073,114.215412
Eastern,"Block 3, Kornhill Gardens",28/12/2022,,22.285073,114.215412
Eastern,"Block 4, Kornhill Gardens",28/12/2022,,22.285073,114.215412
Eastern,"Block 5, Kornhill Gardens",28/12/2022,,22.285073,114.215412
Eastern,"Block 6, Kornhill Gardens",28/12/2022,,22.285073,114.215412
Eastern,"Block 7, Kornhill Gardens",28/12/2022,,22.285073,114.215412
Eastern,"Block 8, Kornhill Gardens",28/12/2022,,22.285073,114.215412
Eastern,Vicky Court,28/12/2022,,22.2864158,114.1942738
Eastern,"Block A, Kornhill",28/12/2022,,22.2799014,114.2140117
Eastern,"Block B, Kornhill",28/12/2022,,22.2828318,114.2160161
Eastern,"Block C, Kornhill",28/12/2022,,22.2799877,114.2146796
Eastern,"Block D, Kornhill",28/12/2022,,22.2803255,114.2155062
Eastern,"Block E, Kornhill",28/12/2022,,22.2804792,114.215807
Eastern,"Block F, Kornhill",28/12/2022,,22.281165,114.2163167
Eastern,"Block H, Kornhill",28/12/2022,,22.2819102,114.216369
Eastern,"Block J, Kornhill",28/12/2022,,22.2829865,114.2167389
Eastern,"Block K, Kornhill",28/12/2022,,22.2835683,114.2170624
Eastern,"Block N, Kornhill",28/12/2022,,22.2829944,114.2155898
Eastern,"Block P, Kornhill",28/12/2022,,22.2831532,114.2153653
Eastern,"Block Q, Kornhill",28/12/2022,,22.2836502,114.2151854
Eastern,"Block A, Mount Parker Lodge",28/12/2022,,22.2819892,114.2130533
Eastern,"Block C, Mount Parker Lodge",28/12/2022,,22.2819892,114.2130533
Eastern,"Block D, Mount Parker Lodge",28/12/2022,,22.2819892,114.2130533
Eastern,"Block E, Mount Parker Lodge",28/12/2022,,22.2819892,114.2130533
Eastern,"Hong Shui House, Hong Tung Estate",28/12/2022,,22.2842877,114.2227465
Eastern,"Tower D, Fortress Metro Tower",28/12/2022,,22.2883731,114.1941301
Eastern,2 Comfort Terrace,28/12/2022,,22.2867279,114.1939192
Eastern,"Tower 1, Greenwood Terrace",28/12/2022,,22.2671077,114.2347311
Eastern,"Tower 2, Greenwood Terrace",28/12/2022,,22.2671077,114.2347311
Eastern,"Tower 3, Greenwood Terrace",28/12/2022,,22.2671077,114.2347311
Eastern,"Tower 4, Greenwood Terrace",28/12/2022,,22.2671077,114.2347311
Eastern,"Tower 5, Greenwood Terrace",28/12/2022,,22.2671077,114.2347311
Eastern,"Tower 6, Greenwood Terrace",28/12/2022,,22.2671077,114.2347311
Eastern,"Tower 7, Greenwood Terrace",28/12/2022,,22.2671077,114.2347311
Eastern,"Block 2, Hong Wah Mansion",28/12/2022,,22.2782133,114.225899
Eastern,"Tower 1, Kornville",28/12/2022,,22.283493,114.212624
Eastern,Cornell Court,28/12/2022,,22.2861167,114.1932346
Eastern,Ellen Building,28/12/2022,,22.2805876,114.2234697
Eastern,Lime Habitat,28/12/2022,,22.289009,114.19908
