Company Name,Company Address,District,Telephone Number,Latitude,Longitude
KOON SHING DISPENSARY O/B WINGATE MEDICAL LIMITED( 冠誠西葯房 ),"A57, GROUND FLOOR & COCKLOFT, HOP YICK PLAZA, 23-27  TAI TONG ROAD,YUEN LONG,NT",YUEN LONG,26616117,22.4431844,114.0291957
KOON WAH DISPENSARY O/B KOON WAH PHARMACY LIMITED( 冠華西葯房 ),"M & G/F, 72 PO HEUNG STREET, TAI PO MARKET,TAI PO,NT",TAI PO,26560530,22.4479356,114.1665213
KOON WAH DISPENSARY O/B SUPER HARBOUR LIMITED( 冠華西藥房 ),"G/F & COCKLOFT, HUNG FAT BUILDING, 98 KWONG FUK ROAD,TAI PO,NT",TAI PO,26566963,22.4482325,114.1676055
KPM PHARMACY O/B KPM HEALTH LIMITED( 未有登記中文名稱 ),"PHARMACY ROOM OF UNIT 01-100, 1/F, KOWLOON HOTEL, 19-21 NATHAN ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,38936888,22.2958471,114.1718769
KWAN HING DISPENSARY LIMITED( 鈞興大藥房有限公司 ),"SHOP 5 & 6, G/F, WANG KWONG BUILDING, 33 NGAU TAU KOK ROAD,KOWLOON BAY,KLN",KOWLOON BAY,23054818,22.3258491,114.2150611
KWOK SHING DISPENSARY O/B KWOK SHING DISPENSARY LIMITED( 國城大藥房 ),"SHOP 4, G/F, SENTACT BUILDING, NO. 349A KING'S ROAD,NORTH POINT,HK",NORTH POINT,27918388,22.29075,114.1971843
KWOK SHING DISPENSARY O/B KWOK SHING DISPENSARY LIMITED( 國城大藥房 ),"SHOP 3060, L3, SHATIN LUCKY PLAZA, SHATIN,NT",SHATIN,26965088,22.3832235,114.1907821
KWOK SHING DISPENSARY O/B KWOK SHING DISPENSARY LIMITED( 國城大藥房 ),"SHOP NOS.9&10, G/F, GRANDWAY GARDEN, 5&7 TSUEN NAM ROAD TAI WAI,NT",TAI WAI,2601 0666,22.373728,114.1779371
LE PHARMACY O/B GREEN HEALTH COMPANY LIMITED( 匡健藥房 ),"FLAT 1705, 17/F, GRAND CITY PLAZA, 1-17 SAI LAU KOK ROAD,TSUEN WAN,NT",TSUEN WAN,29405110,22.3747357,114.1143403
LEE HONG DISPENSARY SUPERSTORE COMPANY LIMITED( 利康中西藥房有限公司 ),"SHOP 321, 3/F, MARITIME SQUARE, 33 TSING KING ROAD,TSING YI,NT",TSING YI,23181238,22.3557491,114.1083016
LEE HONG DRUGSTORE LIMITED( 利康中西藥房(奧海)有限公司 ),"FLAT 137, 1/F, OLYMPIAN CITY 2, TAI KOK TSUI,KLN",TAI KOK TSUI,28772345,22.3167357,114.1615929
LEE ON DISPENSARY LIMITED( 利安藥房有限公司 ),"SHOP L203, LEE ON SHOPPING CENTRE, LEE ON ESTATE, 23 SHA ON STREET,MA ON SHAN,NT",MA ON SHAN,31884588,22.425347,114.2418792
LETIAN PHARMACY LIMITED( 樂天藥房有限公司 ),"SHOP C44AB, 1/F, KINGSWOOD RICHLY PLAZA, 1 TIN WU ROAD,TIN SHUI WAI,NT",TIN SHUI WAI,26829996,22.4522537,114.0004029
LEUNG KING DISPENSARY COMPANY LIMITED( 良景藥房有限公司 ),"STALL T-LK98-100, G/F, LEUNG KING MARKET, LEUNG KING PLAZA, LEUNG KING ESTATE,TUEN MUN,NT",TUEN MUN,27990388,22.40667,113.96389
"LEUNG KWOK YING DISPENSARY O/B LEUNG SHUN SHING TONG, LIMITED( 梁國英藥房 )","G/F, 184 CHEUNG SHA WAN ROAD,SHAM SHUI PO,KLN",SHAM SHUI PO,27250339,22.3303364,114.1630435
LI HO DISPENSARY O/B LIHO INVESTMENTS LIMITED( 利好西藥房 ),"FLAT 60, 1/F, FORTUNE PLAZA, 4 ON CHEE ROAD,TAI PO,NT",TAI PO,26660444,22.45262,114.168026
LOK FAI DISPENSARY O/B LOK FAI DISPENSARY LIMITED( 樂暉藥房 ),"FLAT 4, G/F, FU HANG MANSION, 26-40 YAN CHING STREET,TUEN MUN,NT",TUEN MUN,26187780,22.3959686,113.9757623
LOK FAI DISPENSARY O/B NEW LOK FAI DISPENSARY LIMITED( 樂暉藥房 ),"SHOP 5, GROUND FLOOR, MAN SHING BUILDING, 1-15 & 9-13 KAI FAT PATH,TUEN MUN,NT",TUEN MUN,26187210,22.3949746,113.9757173
"LOK SIN TONG COMMUNITY PHARMACY O/B THE LOK SIN TONG BENEVOLENT SOCIETY, KOWLOON( 樂善堂社區藥房 )","1/F, NO. 50 JUNCTION ROAD,KOWLOON CITY,KLN",KOWLOON CITY,23611308,22.3294048,114.1871178
"LOK SIN TONG MR. & MRS. LEE YIN YEE COMMUNITY PHARMACY O/B THE LOK SIN TONG BENEVOLENT SOCIETY, KOWLOON( 樂善堂李賢義伉儷社區藥房 )","FLAT A, 1211-1215, PIONEER CENTRE, NO. 750 NATHAN ROAD,MONG KOK,KLN",MONG KOK,23383718,22.3225511,114.1691147
LUEN FUNG DISPENSARY LIMITED( 聯豐大藥房有限公司 ),"SHOP NOS. G063-066, G/F, TUEN MUN TOWN PLAZA PHASE I, TUEN MUN,NT",TUEN MUN,24511001,22.3929989,113.9767944
LUEN ON PHARMACY COMPANY LIMITED( 聯安大藥房有限公司 ),"1/F & G/F, 305A NGAU TAU KOK ROAD,KWUN TONG,KLN",KWUN TONG,23892811,22.3150317,114.2217139
LUEN SHING DISPENSARY COSMETIC LIMITED( 聯誠大藥房化粧品有限公司 ),"SHOP 46, G/F, KINGS WING PLAZA 2, 1 ON KWAN STREET, SHEK MUN,SHATIN,NT",SHATIN,28661136,22.3887091,114.208881
LUEN SHING DISPENSARY O/B HONOR MAGIC LIMITED( 聯城中西大藥房 ),"G/F, 22 FU SHIN STREET,TAI PO,NT",TAI PO,26569272,22.4484769,114.1648754
LUEN YICK DISPENSARY CO( 聯益中西葯房 ),"FLAT R-107, G/F, BUTTERFLY PLAZA, BUTTERFLY ESTATE, TUEN MUN,NT",TUEN MUN,24634302,22.374824,113.963456
LUEN YUE PHARMACY LIMITED( 聯譽藥房有限公司 ),"SHOP 1, G/F, EDITION 178, 178 HING FONG ROAD,KWAI CHUNG,NT",KWAI CHUNG,36195462,22.3606323,114.1285145
LUNG FUNG DISPENSARY O/B LUNG FUNG DISPENSARY (MAIN STORE) LIMITED( 龍豐藥房 ),"SHOP 3, LEVEL 1, LUNG FUNG GARDEN, 33 LUNG SUM AVENUE,SHEUNG SHUI,NT",SHEUNG SHUI,26684625,22.502815,114.1294623
LUNG FUNG DISPENSARY O/B MAN FUNG DISPENSARY LIMITED( 龍豐藥房 ),"G/F, 22 LUEN SHING STREET, LUEN WO MARKET,FANLING,NT",FANLING,29475218,22.4991743,114.1425108
LUNG FUNG MALL O/B FOREVER RISING WORLDWIDE LIMITED( 龍豐 ),"SHOP NOS. G01, 02, 03, 05 & G08, G/F, CARNARVON PLAZA, NO. 20 CARNARVON ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,26689702,22.2992107,114.1732428
LUNG FUNG MALL O/B FULL HONEST ASIA LIMITED( 龍豐 ),"G/F & MEZZANINE FLOOR, YU TO SANG BUILDING, 37 QUEEN'S ROAD CENTRAL,CENTRAL,HK",CENTRAL,22658068,22.2823947,114.1561825
LUNG FUNG MALL O/B GAIN OCEAN INTERNATIONAL LIMITED( 龍豐 ),"SHOP 2 AND SHOP 3 ON G/F, TUNG YIK BUILDING, NO. 8 YU KING SQUARE,YUEN LONG,NT",YUEN LONG,23682872,22.4440641,114.0288701
LUNG FUNG MALL O/B LUNG FUNG DISPENSARY (3RD STORE) LIMITED( 龍豐 ),"G/F 107-109 SAN FUNG AVENUE, G/F & CL 111 SAN FUNG AVENUE, G/F & CL A-C G/F E3 113-119 SAN FUNG AVENUE, SHEUNG SHUI,NT",SHEUNG SHUI,26717185,22.5034443,114.1268888
LUNG FUNG MALL O/B TAI TAK PHARMACY LIMITED( 龍豐 ),"SHOP NO.6-8,15,16A&B,17B&C, LEVEL 3, SHATIN CENTRE, SHATIN,NT",SHATIN,27209389,22.3795789,114.1871289
LUNG FUNG MALL O/B TRUE HARVEST DISPENSARY COMPANY LIMITED( 龍豐 ),"G/F & COCKLOFT, NOS. 6F & 6G NELSON STREET & NOS. 40, 42, 44, 46, 48, 50 TUNG CHOI STREET,MONG KOK,KLN",MONG KOK,23391938,22.3184968,114.1709057
LUNG FUNG O/B BEST HARVEST ENTERPRISES LIMITED( 龍豐 ),"SHOP NO.13, 15-17, LEVEL 2, FANLING TOWN CENTER, NO.18 FANLING STATION ROAD,FANLING,NT",FANLING,2416 5039,22.4929406,114.1390656
LUNG FUNG O/B MAN WAH DISPENSARY LIMITED( 龍豐 ),"GROUND FLOOR INCLUDING COCKLOFT, 19 & 21 SAU FU STREET,YUEN LONG,NT",YUEN LONG,26730237,22.4450572,114.027199
LUNG SHING DISPENSARY O/B LUNG SHING CO. LIMITED( 龍城大葯房 ),"G/F, 1/F, 28A & G/F, 1/F, 2/F , 28 GRANVILLE ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,23679279,22.2998892,114.1740556
MAN HONG DISPENSARY( 民康西葯房 ),"SHOP NO. 42, G/F, LUNG FUNG GARDEN, SHEUNG SHUI,NT",SHEUNG SHUI,26682135,22.503066,114.129429
MAN HONG PHARMACY O/B PACIFIC FIRST (H.K.) LIMITED( 文康大藥房 ),"SHOP 16, LEVEL 1, JADE PLAZA , 3 ON CHEE ROAD,TAI PO,NT",TAI PO,26649808,22.4530721,114.1683894
MAN ON DISPENSARY COMPANY LIMITED( 文安藥房有限公司 ),"G/F & COCKLOFT, 90 SAN HONG STREET, SHEK WU HUI,SHEUNG SHUI,NT",SHEUNG SHUI,23388854,22.503582,114.1292033
MAN SANG DISPENSARY LIMITED( 民生藥房有限公司 ),"G/F, 16 TIN LOK LANE,WAN CHAI,HK",WAN CHAI,28035118,22.2780859,114.1795461
MAN SANG DISPENSARY O/B TOP ACT INC LIMITED( 民生中西大藥房 ),"SHOP 2B, GROUND FLOOR , YAU KWONG BUILDING , 418-430 HENNESSY ROAD,WAN CHAI,HK",WAN CHAI,28389869,22.2789988,114.1808434
MAN TAK PHARMACY O/B MAGNUM (INVESTMENT) CORPORATION LIMITED( 萬得藥房 ),"SHOP C, G/F, SHUN LOONG MANSION, 84-90 BONHAM STRAND EAST,SHEUNG WAN,HK",SHEUNG WAN,25430503,22.2859553,114.1504728
"MANNINGS BABY O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP 106A, METROPOLIS PLAZA, 8 LUNG WAN STREET,SHEUNG SHUI,NT",SHEUNG SHUI,23253728,22.5020666,114.1292796
"MANNINGS BABY O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP A213, LEVEL 2, NEW TOWN PLAZA PHASE III, SHATIN,NT",SHATIN,23425598,22.3791553,114.1876499
"MANNINGS BABY O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP UNIT F68, 1/F, POPCORN, 9 TONG CHUN STREET,TSEUNG KWAN O,NT",TSEUNG KWAN O,27521167,22.307805,114.2595478
"MANNINGS BABY O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP NO. 2008, LEVEL 2, YOHO MALL I, NO. 9 LONG YAT ROAD,YUEN LONG,NT",YUEN LONG,24709371,22.443614,114.03738
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOPS 3-4, G/F, TUNG CHUNG CRESCENT, TUNG CHUNG,NT",TUNG CHUNG,31474376,22.2880911,113.9398923
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NOS. 130 & 181-183 ON 1/F, YUEN LONG PLAZA, YUEN LONG,NT",YUEN LONG,23206205,22.4448455,114.0239342
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NOS. 139-142, G/F, FANLING CENTRE, NO. 33 SAN WAN ROAD,FANLING,NT",FANLING,26600114,22.490021,114.14195
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NOS. B119-B120, B1 FLOOR, AIRSIDE, NO.2 CONCORDE ROAD, KAI TAK,KOWLOON CITY,KLN",KOWLOON CITY,27746011,22.331322,114.198142
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NOS. G016 & G017, G/F, KOLOUR. TSUEN WAN I, 68 CHUNG ON STREET,TSUEN WAN,NT",TSUEN WAN,29407827,22.3706309,114.1176453
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","PORTION OF GROUND FLOOR, HARROW MANSION, 170-172 ABERDEEN MAIN ROAD,ABERDEEN,HK",ABERDEEN,26289049,22.2493652,114.1561961
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 1092, LEVEL 1, ELEMENTS, 1 AUSTIN ROAD WEST,JORDAN,KLN",JORDAN,21968125,22.3049087,114.1623979
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 11 & 11A, GROUND FLOOR, CHINA HONG KONG CITY, 33 CANTON ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,2752 7938,22.3005315,114.1678015
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","G/F, CAMBRIDGE HOUSE, NOS. 26-28 CAMERON ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,29076556,22.2989553,114.1743044
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","UNIT NO. 122, FIRST FLOOR, MARINA SQUARE WEST COMMERCIAL BLOCK, SOUTH HORIZONS, AP LEI CHAU,HK",AP LEI CHAU,25375180,22.2437659,114.1468151
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO. 7, G/F, HING FAT HOUSE, NOS. 9-13 KAU YUK ROAD,YUEN LONG,NT",YUEN LONG,24168156,22.4427108,114.0275937
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 108, SAU MAU PING SHOPPING CENTRE, SAU MAU PING ESTATE, SAU MAU PING,KLN",SAU MAU PING,2354 8572,22.3194881,114.2319161
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP A&B, G/F, LUNG HA BUILDING, NOS. 122-130 SAN FUNG AVENUE, SHEK WU HUI,SHEUNG SHUI,NT",SHEUNG SHUI,26575239,22.5035885,114.1264996
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","G/F, OXFORD COMMERCIAL BUILDING, 494-496 NATHAN ROAD,YAU MA TEI,KLN",YAU MA TEI,,22.3116808,114.1711757
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 02, G/F, FORTRESS TOWER, 250 KING'S ROAD,NORTH POINT,HK",NORTH POINT,21171502,22.2887539,114.1942602
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO. 233 ON 2/F, DOMAIN, YAU TONG,KLN",YAU TONG,28703578,22.29594,114.23866
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO. 1, G/F, SINO CHEER PLAZA, 23 JORDAN ROAD,JORDAN,KLN",JORDAN,27826327,22.3054649,114.1708955
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","MINOR PORTION OF SHOPS G11&G13, G/F, DISCOVERY BAY NORTH PLAZA, LANTAU ISLAND,NT",LANTAU ISLAND,25801397,22.308116,114.01701
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","UNIT MTR-09, FESTIVAL WALK, 80 TAT CHEE AVENUE,KOWLOON TONG,KLN",KOWLOON TONG,22657325 / 31040230,22.337381,114.1744322
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOPS NOS. 1116-1118 , LEVEL ONE, MCP CENTRAL, TSEUNG KWAN O,NT",TSEUNG KWAN O,26249599,22.3241364,114.2571874
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NOS. A48 & A49 & A50, LEVEL 1, UPTOWN PLAZA, 9 NAM WAN ROAD,TAI PO,NT",TAI PO,26743028,22.4510196,114.1721535
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","UNIT 7E105, L7 DEPARTURES HALL, TERMINAL 1, HONG KONG INTERNATIONAL AIRPORT, LANTAU ISLAND,NT",LANTAU ISLAND,22610590,22.3131554,113.9275538
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO. 162, ON LEVEL 1, MOKO, 193 PRINCE EDWARD ROAD WEST,MONG KOK,KLN",MONG KOK,,22.3231937,114.1723194
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP UNIT 342, 3/F, THE LOHAS, TSEUNG KWAN O,NT",TSEUNG KWAN O,27591179,22.2964085,114.2705588
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP M28 & 29, MTR LEVEL, V CITY, 83 TUEN MUN HEUNG SZE WUI ROAD,TUEN MUN,NT",TUEN MUN,26600114,22.3953946,113.9739056
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP UNITS F16A & F17-F17A, TELFORD PLAZA, KOWLOON BAY,KLN",KOWLOON BAY,27986524,22.3233216,114.2135647
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 110-125, TSUEN KAM CENTRE, TSUEN WAN,NT",TSUEN WAN,24923690,22.3741111,114.1149017
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP UNIT 216-217, LEVEL 2, MARITIME SQUARE , 33 TSING KING ROAD,TSING YI,NT",TSING YI,24953783,22.3557491,114.1083016
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 377-378, PLAZA HOLLYWOOD, DIAMOND HILL,KLN",DIAMOND HILL,31010164,22.340353,114.201691
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 3 & 4, G/F, METROPOLITAN RISE , 28 MA TAU KOK ROAD,MA TAU WAI,KLN",MA TAU WAI,2714 4547,22.3223471,114.1893588
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","UNIT 7T100, TERMINAL 1, HONG KONG INTERNATIONAL AIRPORT, 1 CHEONG HONG ROAD,LANTAU ISLAND,NT",LANTAU ISLAND,22734941,22.3131554,113.9275538
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO. 3183A, 3/F, LOK FU PLACE, 198 JUNCTION ROAD,WONG TAI SIN,KLN",WONG TAI SIN,2309 1114,22.3382401,114.1872689
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO. 02, G/F, REGENT CENTRE, 88 QUEEN'S ROAD CENTRAL,CENTRAL,HK",CENTRAL,28106281,22.2831406,114.1551291
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NOS. 4, G/F, KWONG WAH CENTRE, 34-36 FAU TSOI STREET,YUEN LONG,NT",YUEN LONG,24435965,22.443977,114.030067
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO. 201, LEVEL 2, TAI WO PLAZA, TAI WO ESTATE, 12 TAI PO TAI WO ROAD,TAI PO,NT",TAI PO,26619026,22.4525121,114.1615855
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO. 238B, LEVEL 2, EAST POINT CITY, 8 CHUNG WA ROAD,TSEUNG KWAN O,NT",TSEUNG KWAN O,26284027 26284736 (Disp),22.3165218,114.264659
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","G/F, 25-27 SING WOO ROAD,HAPPY VALLEY,HK",HAPPY VALLEY,25756904,22.2695483,114.1853879
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO.L029, G/F, TIN YIU PLAZA, TIN SHUI WAI,NT",TIN SHUI WAI,2447 9395,22.4510611,114.0031009
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NOS. B108-B110, BASEMENT 1, K11, NO. 18 HANOI ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,25278932,22.2979425,114.1735923
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NOS 142-143, 1/F, OLYMPIAN CITY 2, OLYMPIAN CITY, TAI KOK TSUI,KLN",TAI KOK TSUI,22724972,22.3180874,114.1589222
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP A, G/F, FOURSEAS BUILDING, NOS. 208-212 NATHAN ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,27206675,22.304604,114.1717241
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 99B, G/F, MEI FOO SUN CHUEN, 69-119 BROADWAY,MEI FOO,KLN",MEI FOO,27429664,22.3369203,114.1385852
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NOS. L1-28 & L1-29, LEVEL 1, APM MILLENNIUM CITY 5, KWUN TONG,KLN",KWUN TONG,31489369,22.312401,114.225222
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 17, G1A, G/F, 1-7 WU KWONG STREET,HUNG HOM,KLN",HUNG HOM,23341039,22.3063009,114.1863501
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP C, E-G & J, G/F, EVERWIN MANS, 18 JOHNSTON ROAD,WAN CHAI,HK",WAN CHAI,21119641,22.2769923,114.1700094
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOPS L3-1, LEVEL 3, SCENEWAY PLAZA, NO. 8 SCENEWAY ROAD,LAM TIN,KLN",LAM TIN,27688524,22.3069951,114.2335701
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 3304, LEVEL 3, GATEWAY ARCADE, HARBOUR CITY, TSIM SHA TSUI,KLN",TSIM SHA TSUI,26799313,22.2981979,114.168445
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP G30-32, FORTUNE CITY ONE, CITY ONE, SHATIN,NT",SHATIN,26460884,22.3861716,114.2036629
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","G/F, 7 TUNG MING STREET,KWUN TONG,KLN",KWUN TONG,"23434099, 23434003",22.3150211,114.2229123
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP NO. 307 & 307A, LEVEL 3, NEW TOWN PLAZA PHASE 1, SHATIN,NT",SHATIN,26986470,22.3817578,114.1886372
"MANNINGS O/B THE DAIRY FARM COMPANY, LIMITED( 萬寧 )","SHOP 1-11, LEVEL 4, NEW JADE SHOPPING ARCADE, CHAI WAN,HK",CHAI WAN,25951709,22.2639913,114.2370739
"MANNINGS PLUS O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP G20-22, G/F, GRAND PLAZA, 625 & 639 NATHAN ROAD,MONG KOK,KLN",MONG KOK,27926422,22.3181205,114.169364
"MANNINGS PLUS O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP B, G/F, 517 JAFFE ROAD,CAUSEWAY BAY,HK",CAUSEWAY BAY,25746092,22.2812956,114.1834605
"MANNINGS PLUS O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP A, G/F, CAMBRIDGE HOUSE, TAIKOO PLACE, 979 KING'S ROAD,QUARRY BAY,HK",QUARRY BAY,22844810,22.286826,114.210933
"MANNINGS PLUS O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP NOS. 2199B-2199F, 2/F, PHASE 1, TUEN MUN TOWN PLAZA, 1 TUEN SHUN STREET,TUEN MUN,NT",TUEN MUN,24041372,22.3929989,113.9767944
"MANNINGS PLUS O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP NOS. 419-423, LEVEL 4, LANDMARK NORTH, 39 LUNG SUM AVENUE, SHEK WU HUI,SHEUNG SHUI,NT",SHEUNG SHUI,26728649,22.5025848,114.1279107
"MANNINGS PLUS O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP 2004, PODIUM LEVEL 2, IFC MALL , 1 HARBOUR VIEW STREET,CENTRAL,HK",CENTRAL,25239135,22.2849042,114.1569078
"MANNINGS PLUS O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP NOS. 417-419, LEVEL 4, METROPLAZA, KWAI FONG,NT",KWAI FONG,29736338,22.3574339,114.1261909
"MANNINGS PLUS O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","NO. 420, CITYPLAZA 1, 18 TAI KOO SHING ROAD,TAI KOO SHING,HK",TAI KOO SHING,29070621,22.286721,114.217477
"MANNINGS PLUS O/B THE DAIRY FARM COMPANY, LIMITED( 未有登記中文名稱 )","SHOP NO. 2108, LEVEL 2, MOSTOWN, MA ON SHAN,NT",MA ON SHAN,26330406,22.4241633,114.2314688
"MATSUKIYO O/B MATSUMOTO KIYOSHI (HK) CO., LIMITED( 松本清 )","SHOP A139, L1, YOHO MALL II, YUEN LONG,NT",YUEN LONG,3971 0281,22.445713,114.0353169
"MATSUKIYO O/B MATSUMOTO KIYOSHI (HK) CO., LIMITED( 松本清 )","FLAT 1-3&5, G/F, KIMBERLEY 26, 26 KIMBERLEY ROAD,TSIM SHA TSUI,KLN",TSIM SHA TSUI,34254137,22.3004654,114.1734509
"MATSUKIYO O/B MATSUMOTO KIYOSHI (HK) CO., LIMITED( 松本清 )","SHOP G15-19 & 104, GRAND PLAZA, NO. 625 & 639 NATHAN ROAD,MONG KOK,KLN",MONG KOK,61490858,22.3181205,114.169364
"MATSUMOTO KIYOSHI APM O/B MATSUMOTO KIYOSHI (HK) CO., LIMITED( 松本清A P M )","SHOP UNIT UC-17 & 19, NO. 418 KWUN TONG ROAD,KWUN TONG,KLN",KWUN TONG,61490858,22.312401,114.225222
"MATSUMOTO KIYOSHI CAUSEWAY BAY FLAGSHIP O/B MATSUMOTO KIYOSHI (HK) CO., LIMITED( 松本清銅鑼灣旗艦店 )","SHOP G03-04 & SHOP F02-06, HANG LUNG CENTRE, 2-20 PATERSON STREET,CAUSEWAY BAY,HK",CAUSEWAY BAY,61490858,22.2802143,114.1859353
"MATSUMOTO KIYOSHI NEW TOWN PLAZA O/B MATSUMOTO KIYOSHI (HK) CO., LIMITED( 松本清 (新城市廣場) )","SHOP 250 LEVEL 2 & 359 LEVEL 3, NEW TOWN PLAZA, SHATIN CENTRE STREET, SHATIN,NT",SHATIN,98731996,22.3817578,114.1886372
"MATSUMOTO KIYOSHI TMTPLAZA O/B MATSUMOTO KIYOSHI (HK) CO., LIMITED( 松本清屯門市廣場 )","SHOP UG025-UG033, UG/F, TUEN MUN TOWN PLAZA, PHASE 1, 1 TUEN SHUN STREET,TUEN MUN,NT",TUEN MUN,31050695,22.3929989,113.9767944
MAX WEALTHY DISPENSARY O/B KIND WEALTHY LIMITED( 萬利來藥房 ),"G/F, 141 TAI KOK TSUI ROAD,TAI KOK TSUI,KLN",TAI KOK TSUI,23900920,22.322327,114.161484
